area_type,location,area,bathrooms,balcony,price,bedrooms,price_per_sqft,total_rooms,is_luxury
Super built-up  Area,Doddakammanahalli,1409.0,2.0,3.0,62.0,3.0,0.0440028388928318,5.0,0
Super built-up  Area,Bellandur,1200.0,2.0,1.0,52.0,2.0,0.043333333333333335,4.0,0
Super built-up  Area,Thanisandra,1200.0,2.0,1.0,53.5,2.0,0.044583333333333336,4.0,0
Super built-up  Area,Whitefield,1740.0,4.0,3.0,130.0,3.0,0.07471264367816093,7.0,1
Super built-up  Area,Hennur Road,1232.0,2.0,1.0,88.0,2.0,0.07142857142857142,4.0,1
Plot  Area,Chandapura,1200.0,2.0,1.0,36.0,2.0,0.03,4.0,0
Super built-up  Area,Veersandra,1250.0,2.0,1.0,50.0,2.0,0.04,4.0,0
Built-up  Area,Munivenkatppa Layout,1475.0,2.0,2.0,171.0,2.0,0.11593220338983051,4.0,1
Super built-up  Area,Bommanahalli,2100.0,4.0,2.0,85.0,4.0,0.04047619047619048,8.0,1
Super built-up  Area,5th Phase JP Nagar,552.0,1.0,1.0,23.5,1.0,0.042572463768115944,2.0,0
Super built-up  Area,Uttarahalli,1065.0,2.0,2.0,42.59,3.0,0.0399906103286385,5.0,0
Plot  Area,Hennur,1000.0,3.0,1.0,130.0,3.0,0.13,6.0,1
Plot  Area,Lakshmipura,1225.0,2.0,0.0,65.0,2.0,0.053061224489795916,4.0,0
Built-up  Area,Harsha Layout,650.0,1.0,0.0,16.0,1.0,0.024615384615384615,2.0,0
Super built-up  Area,Padmanabhanagar,1067.0,2.0,2.0,52.0,2.0,0.04873477038425492,4.0,0
Super built-up  Area,Sarjapur,1364.0,2.0,2.0,56.0,3.0,0.04105571847507331,5.0,0
Super built-up  Area,Tata Nagar,1750.0,3.0,3.0,75.0,3.0,0.04285714285714286,6.0,1
Super built-up  Area,Bannerghatta Road,1240.0,2.0,1.0,71.0,2.0,0.05725806451612903,4.0,1
Plot  Area,Hulimavu,1200.0,2.0,0.0,75.0,2.0,0.0625,4.0,1
Super built-up  Area,Kaggadasapura,1540.0,3.0,0.0,75.0,3.0,0.048701298701298704,6.0,1
Super built-up  Area,Sathya Layout,1504.0,2.0,2.0,102.0,3.0,0.0678191489361702,5.0,1
Super built-up  Area,New Thippasandra,1116.0,2.0,1.0,49.8,2.0,0.044623655913978495,4.0,0
Super built-up  Area,Hennur Road,2365.0,4.0,2.0,175.0,3.0,0.07399577167019028,7.0,1
Built-up  Area,Sarjapura - Attibele Road,1308.0,2.0,2.0,37.0,2.0,0.028287461773700305,4.0,0
Built-up  Area,Vijayanagar,864.0,2.0,0.0,45.0,2.0,0.052083333333333336,4.0,0
Plot  Area,Vidyaranyapura,1200.0,5.0,1.0,139.0,5.0,0.11583333333333333,10.0,1
Super built-up  Area,Hoskote,1069.0,2.0,1.0,38.0,3.0,0.03554724041159962,5.0,0
Super built-up  Area,Hebbal,1333.0,2.0,1.0,100.0,2.0,0.07501875468867217,4.0,1
Super built-up  Area,Chennammana Kere,1800.0,4.0,1.0,145.0,4.0,0.08055555555555556,8.0,1
Super built-up  Area,Thanisandra,1698.0,3.0,2.0,107.0,3.0,0.06301531213191991,6.0,1
Super built-up  Area,JP Nagar,1275.0,2.0,2.0,43.6,3.0,0.034196078431372554,5.0,0
Super built-up  Area,Raja Rajeshwari Nagar,1060.0,2.0,1.0,48.0,2.0,0.045283018867924525,4.0,0
Super built-up  Area,Hennur,1160.0,2.0,1.0,49.0,2.0,0.04224137931034483,4.0,0
Super built-up  Area,Sarjapur  Road,1484.0,2.0,1.0,65.0,3.0,0.04380053908355795,5.0,0
Plot  Area,Hosa Road,675.0,3.0,1.0,70.0,3.0,0.1037037037037037,6.0,1
Super built-up  Area,Hennur Road,1310.0,2.0,1.0,66.0,2.0,0.050381679389312976,4.0,0
Super built-up  Area,Varthur,2145.0,3.0,2.0,165.0,3.0,0.07692307692307693,6.0,1
Super built-up  Area,Marathahalli,1693.0,3.0,1.0,125.0,3.0,0.07383343177790903,6.0,1
Super built-up  Area,Jigani,1230.0,3.0,3.0,60.0,3.0,0.04878048780487805,6.0,0
Plot  Area,Devanahalli,1200.0,3.0,1.0,145.0,3.0,0.12083333333333333,6.0,1
Built-up  Area,Bommasandra Industrial Area,1310.0,2.0,1.0,37.83,3.0,0.028877862595419846,5.0,0
Super built-up  Area,Tigalarpalya,1150.0,2.0,1.0,60.0,2.0,0.05217391304347826,4.0,0
Super built-up  Area,Munnekollal,1385.0,2.0,2.0,66.5,3.0,0.048014440433213,5.0,1
Super built-up  Area,Tumkur Road,1066.0,2.0,2.0,52.5,2.0,0.04924953095684803,4.0,0
Super built-up  Area,Thanisandra,2293.0,3.0,2.0,80.26,3.0,0.035002180549498475,6.0,1
Plot  Area,Tindlu,720.0,3.0,1.0,81.0,3.0,0.1125,6.0,1
Carpet  Area,2nd Block Bel Layout,1625.0,3.0,3.0,92.0,3.0,0.056615384615384616,6.0,1
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.4,2.0,0.05409309791332264,4.0,1
Plot  Area,Raja Rajeshwari Nagar,3900.0,6.0,3.0,195.0,6.0,0.05,12.0,1
Super built-up  Area,7th Phase JP Nagar,1000.0,2.0,1.0,70.65,2.0,0.07065,4.0,1
Super built-up  Area,Nagavarapalya,907.0,2.0,2.0,38.0,2.0,0.04189636163175303,4.0,0
Plot  Area,Ulsoor,3500.0,4.0,0.0,138.0,4.0,0.03942857142857143,8.0,1
Super built-up  Area,Varthur,1395.0,2.0,3.0,79.0,3.0,0.056630824372759854,5.0,1
Super built-up  Area,Kumbena Agrahara,1180.0,2.0,2.0,50.0,2.0,0.0423728813559322,4.0,0
Plot  Area,Banaswadi,1903.0,6.0,2.0,140.0,5.0,0.07356805044666316,11.0,1
Super built-up  Area,Electronic City,1175.0,2.0,1.0,47.0,2.0,0.04,4.0,0
Super built-up  Area,Coconut Grove Layout,1272.0,2.0,2.0,51.5,2.0,0.0404874213836478,4.0,0
Super built-up  Area,Hiremath Layout,1490.0,2.0,1.0,92.0,3.0,0.06174496644295302,5.0,1
Super built-up  Area,Yeshwanthpur,1144.0,2.0,2.0,67.0,2.0,0.05856643356643357,4.0,1
Plot  Area,Anekal - Hosur Road,2400.0,5.0,2.0,140.0,4.0,0.058333333333333334,9.0,1
Super built-up  Area,Hormavu,1143.0,2.0,1.0,53.0,2.0,0.04636920384951881,4.0,0
Plot  Area,Karuna Nagar,2500.0,3.0,2.0,190.0,3.0,0.076,6.0,1
Super built-up  Area,Whitefield,1216.0,2.0,1.0,75.0,2.0,0.061677631578947366,4.0,1
Super built-up  Area,Nallurhalli,1044.0,2.0,1.0,60.0,2.0,0.05747126436781609,4.0,0
Super built-up  Area,Prithvi Layout,1352.0,3.0,1.0,93.0,2.0,0.06878698224852071,5.0,1
Super built-up  Area,Hennur Road,1552.0,3.0,3.0,75.0,3.0,0.04832474226804124,6.0,1
Built-up  Area,Bellandur,1785.0,3.0,2.0,120.0,3.0,0.06722689075630252,6.0,1
Super built-up  Area,Pai Layout,810.0,2.0,2.0,34.5,2.0,0.04259259259259259,4.0,0
Super built-up  Area,Banashankari Stage V,1650.0,3.0,2.0,51.98,3.0,0.031503030303030304,6.0,0
Super built-up  Area,Akshayanagara East,1595.0,3.0,2.0,70.39,3.0,0.04413166144200627,6.0,1
Super built-up  Area,Whitefield,1060.0,2.0,1.0,35.0,2.0,0.0330188679245283,4.0,0
Super built-up  Area,Babusapalaya,1410.0,2.0,3.0,65.0,3.0,0.04609929078014184,5.0,0
Super built-up  Area,Nagarbhavi,1523.0,2.0,2.0,56.0,3.0,0.036769533814839134,5.0,0
Super built-up  Area,Kanakpura Road,1591.0,3.0,1.0,122.0,3.0,0.07668133249528598,6.0,1
Super built-up  Area,Ashwath Nagar,1640.0,3.0,3.0,84.0,3.0,0.05121951219512195,6.0,1
Built-up  Area,Yelahanka New Town,450.0,1.0,0.0,16.0,1.0,0.035555555555555556,2.0,0
Super built-up  Area,Bannerghatta Road,1305.0,2.0,2.0,60.0,3.0,0.04597701149425287,5.0,0
Super built-up  Area,Yelahanka,1590.0,3.0,1.0,54.0,3.0,0.033962264150943396,6.0,0
Built-up  Area,Kaggadasapura,1240.0,2.0,3.0,45.0,2.0,0.036290322580645164,4.0,0
Super built-up  Area,MCECHS  layout,1200.0,2.0,2.0,54.0,2.0,0.045,4.0,0
Super built-up  Area,Dodda Nekkundi,1100.0,2.0,1.0,41.16,2.0,0.037418181818181816,4.0,0
Super built-up  Area,Koramangala,1180.0,2.0,1.0,128.0,2.0,0.10847457627118644,4.0,1
Super built-up  Area,Sarjapur  Road,1115.0,2.0,1.0,50.0,2.0,0.04484304932735426,4.0,0
Super built-up  Area,Bisuvanahalli,845.0,2.0,1.0,33.0,2.0,0.03905325443786982,4.0,0
Super built-up  Area,4th Block Jayanagar,1567.2,2.0,0.0,190.0,3.0,0.12123532414497191,5.0,1
Super built-up  Area,Channasandra,1310.0,2.0,2.0,45.0,3.0,0.03435114503816794,5.0,0
Plot  Area,Yelahanka,26136.0,1.0,0.0,150.0,1.0,0.00573921028466483,2.0,1
Built-up  Area,Jyothi Nagar,959.0,2.0,1.0,42.5,2.0,0.0443169968717414,4.0,0
Built-up  Area,8th Phase JP Nagar,1200.0,4.0,1.0,140.0,4.0,0.11666666666666667,8.0,1
Super built-up  Area,Kambipura,883.0,2.0,1.0,37.0,2.0,0.04190260475651189,4.0,0
Super built-up  Area,Rachenahalli,1050.0,2.0,2.0,55.5,2.0,0.05285714285714286,4.0,0
Super built-up  Area,Yelahanka,1390.0,2.0,2.0,70.21,2.0,0.05051079136690647,4.0,1
Built-up  Area,Hulimavu,1390.0,2.0,3.0,46.0,2.0,0.033093525179856115,4.0,0
Super built-up  Area,Kenchenahalli,1280.0,2.0,2.0,69.0,3.0,0.05390625,5.0,1
Plot  Area,Lingarajapuram,1280.0,5.0,3.0,150.0,7.0,0.1171875,12.0,1
Super built-up  Area,Yelahanka,1614.0,3.0,2.0,95.0,3.0,0.05885997521685254,6.0,1
Super built-up  Area,Kasturi Nagar,1000.0,2.0,0.0,58.0,2.0,0.058,4.0,0
Super built-up  Area,Marathahalli,1196.0,2.0,2.0,57.9,2.0,0.048411371237458194,4.0,0
Super built-up  Area,Sarjapur  Road,1220.0,3.0,2.0,57.0,3.0,0.04672131147540984,6.0,0
Super built-up  Area,Ambalipura,950.0,2.0,1.0,31.95,2.0,0.03363157894736842,4.0,0
Super built-up  Area,Akshaya Vana,1141.0,2.0,1.0,55.0,2.0,0.04820333041191937,4.0,0
Super built-up  Area,5th Phase JP Nagar,1200.0,2.0,2.0,51.0,2.0,0.0425,4.0,0
Super built-up  Area,Kasavanhalli,1380.0,2.0,2.0,55.0,3.0,0.03985507246376811,5.0,0
Super built-up  Area,Doddathoguru,855.0,2.0,1.0,32.0,2.0,0.03742690058479532,4.0,0
Super built-up  Area,Chandapura,645.0,1.0,1.0,16.45,1.0,0.025503875968992246,2.0,0
Super built-up  Area,Chandapura,922.0,2.0,1.0,36.0,2.0,0.039045553145336226,4.0,0
Built-up  Area,Nagappa Reddy Layout,1200.0,2.0,2.0,43.2,2.0,0.036000000000000004,4.0,0
Super built-up  Area,Nagadevanahalli,1240.0,2.0,2.0,65.0,3.0,0.05241935483870968,5.0,0
Super built-up  Area,7th Phase JP Nagar,1070.0,2.0,2.0,42.0,2.0,0.03925233644859813,4.0,0
Super built-up  Area,Rajiv Gandhi Nagar,1293.0,2.0,2.0,75.0,2.0,0.058004640371229696,4.0,1
Built-up  Area,R.T. Nagar,1380.0,2.0,1.0,50.0,3.0,0.036231884057971016,5.0,0
Super built-up  Area,Yelahanka New Town,1599.0,3.0,2.0,80.0,3.0,0.050031269543464665,6.0,1
Super built-up  Area,Nehru Nagar,967.0,2.0,2.0,41.1,2.0,0.04250258531540848,4.0,0
Super built-up  Area,Silver Springs Layout,1885.0,3.0,3.0,90.0,3.0,0.04774535809018567,6.0,1
Built-up  Area,1st Block Koramangala,860.0,2.0,2.0,65.5,2.0,0.07616279069767441,4.0,0
Plot  Area,Yelahanka,1075.0,1.0,0.0,19.5,1.0,0.01813953488372093,2.0,0
Super built-up  Area,Sarjapur  Road,1050.0,2.0,1.0,63.5,2.0,0.060476190476190475,4.0,0
Super built-up  Area,Marathahalli,1595.0,3.0,2.0,88.0,3.0,0.05517241379310345,6.0,1
Super built-up  Area,Sarjapur  Road,1350.0,2.0,2.0,102.0,2.0,0.07555555555555556,4.0,1
Built-up  Area,Hebbal,1204.0,2.0,2.0,45.0,2.0,0.03737541528239203,4.0,0
Super built-up  Area,Sarjapur  Road,1035.0,2.0,2.0,49.0,2.0,0.04734299516908213,4.0,0
Super built-up  Area,ITPL,1000.0,2.0,1.0,29.95,2.0,0.02995,4.0,0
Super built-up  Area,Sarjapur  Road,1457.0,3.0,3.0,85.0,3.0,0.05833905284831846,6.0,1
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2.0,0.03936348408710218,4.0,0
Super built-up  Area,Bannerghatta,1100.0,2.0,1.0,66.0,2.0,0.06,4.0,0
Super built-up  Area,Whitefield,1655.0,3.0,3.0,120.0,3.0,0.07250755287009064,6.0,1
Super built-up  Area,Kanakpura Road,1691.2,3.0,1.0,115.0,3.0,0.06799905392620624,6.0,1
Super built-up  Area,Ramagondanahalli,1215.0,2.0,1.0,46.1,2.0,0.03794238683127572,4.0,0
Super built-up  Area,Kanakpura Road,1155.0,2.0,0.0,50.125,2.0,0.0433982683982684,4.0,0
Super built-up  Area,Hoodi,1639.0,3.0,2.0,129.0,3.0,0.0787065283709579,6.0,1
Super built-up  Area,Sarjapur  Road,1685.0,3.0,1.0,135.0,3.0,0.08011869436201781,6.0,1
Built-up  Area,Kaveri Nagar,1008.0,4.0,2.0,180.0,5.0,0.17857142857142858,9.0,1
Super built-up  Area,Hormavu,1100.0,2.0,3.0,38.0,2.0,0.034545454545454546,4.0,0
Super built-up  Area,Marathahalli,2122.0,3.0,2.0,125.0,3.0,0.0589066918001885,6.0,1
Super built-up  Area,Vasanthapura,1050.0,2.0,2.0,47.0,2.0,0.04476190476190476,4.0,0
Built-up  Area,Kengeri,1230.0,2.0,2.0,45.0,2.0,0.036585365853658534,4.0,0
Super built-up  Area,5th Phase JP Nagar,1240.0,3.0,2.0,60.0,3.0,0.04838709677419355,6.0,0
Built-up  Area,Electronic City Phase II,1252.0,2.0,3.0,65.0,3.0,0.051916932907348244,5.0,0
Super built-up  Area,Canara Bank Colony,1374.0,2.0,2.0,88.0,3.0,0.06404657933042213,5.0,1
Super built-up  Area,8th Phase JP Nagar,500.0,1.0,1.0,30.0,1.0,0.06,2.0,0
Super built-up  Area,Hebbal,1355.0,3.0,2.0,83.87,3.0,0.06189667896678967,6.0,1
Super built-up  Area,Banashankari,1040.0,2.0,3.0,45.0,2.0,0.04326923076923077,4.0,0
Super built-up  Area,Sarjapur  Road,1350.0,2.0,2.0,68.0,2.0,0.05037037037037037,4.0,1
Super built-up  Area,Hennur,2400.0,3.0,3.0,135.0,3.0,0.05625,6.0,1
Super built-up  Area,Haralur Road,1560.0,3.0,1.0,90.0,3.0,0.057692307692307696,6.0,1
Super built-up  Area,Anandapura,1151.0,2.0,1.0,43.16,2.0,0.037497827975673324,4.0,0
Super built-up  Area,Uttarahalli,1360.0,2.0,2.0,47.59,3.0,0.03499264705882353,5.0,0
Super built-up  Area,Crimson Layout,1250.0,2.0,2.0,60.0,2.0,0.048,4.0,0
Super built-up  Area,Chandapura,1110.0,2.0,2.0,29.97,3.0,0.027,5.0,0
Built-up  Area,Hennur Road,1015.0,2.0,2.0,50.0,2.0,0.04926108374384237,4.0,0
Super built-up  Area,Kadugodi,1351.0,2.0,2.0,78.0,3.0,0.05773501110288675,5.0,1
Super built-up  Area,Yelahanka New Town,960.0,2.0,2.0,50.0,2.0,0.052083333333333336,4.0,0
Super built-up  Area,Virat Nagar,1110.0,2.0,2.0,52.0,2.0,0.04684684684684685,4.0,0
Built-up  Area,R.T. Nagar,1680.0,3.0,2.0,72.0,3.0,0.04285714285714286,6.0,1
Plot  Area,Arekere,2400.0,3.0,1.0,180.0,3.0,0.075,6.0,1
Built-up  Area,Ramamurthy Nagar Extension,1350.0,3.0,2.0,48.6,3.0,0.036000000000000004,6.0,0
Super built-up  Area,Horamavu Banaswadi,1254.0,2.0,2.0,47.0,2.0,0.037480063795853266,4.0,0
Super built-up  Area,Haralur Road,1255.0,3.0,2.0,115.0,3.0,0.09163346613545817,6.0,1
Super built-up  Area,CV Raman Nagar,1051.0,2.0,3.0,61.0,2.0,0.058039961941008564,4.0,0
Plot  Area,"2nd phase jp nagar, jp nagar",1200.0,3.0,1.0,205.0,3.0,0.17083333333333334,6.0,1
Built-up  Area,Uttarahalli,1099.0,2.0,2.0,65.0,2.0,0.059144676979071886,4.0,0
Super built-up  Area,Hebbal,2650.0,4.0,3.0,199.0,3.0,0.0750943396226415,7.0,1
Built-up  Area,Mathikere Extension,2000.0,2.0,1.0,160.0,4.0,0.08,6.0,1
Super built-up  Area,Yeshwanthpur,1541.0,2.0,2.0,130.0,2.0,0.08436080467229072,4.0,1
Plot  Area,Sarjapur  Road,1200.0,3.0,2.0,70.0,3.0,0.058333333333333334,6.0,1
Built-up  Area,Whitefield,1125.0,2.0,2.0,45.0,2.0,0.04,4.0,0
Super built-up  Area,Vittasandra,1650.0,3.0,2.0,85.0,3.0,0.051515151515151514,6.0,1
Super built-up  Area,Ashwini layout,834.0,1.0,1.0,62.0,1.0,0.07434052757793765,2.0,0
Super built-up  Area,Gollarapalya Hosahalli,1320.0,3.0,2.0,60.0,3.0,0.045454545454545456,6.0,0
Plot  Area,Malleshpalya,1200.0,3.0,1.0,149.0,3.0,0.12416666666666666,6.0,1
Plot  Area,Indra Nagar,1000.0,7.0,0.0,160.0,8.0,0.16,15.0,1
Super built-up  Area,Mysore Road,1500.0,3.0,2.0,74.0,3.0,0.04933333333333333,6.0,1
Plot  Area,Kanakpura Road,4400.0,1.0,0.0,125.0,1.0,0.028409090909090908,2.0,1
Plot  Area,Moodalapalya,600.0,1.0,0.0,52.0,1.0,0.08666666666666667,2.0,0
Super built-up  Area,Whitefield,1180.0,2.0,2.0,70.0,2.0,0.059322033898305086,4.0,1
Super built-up  Area,Kadugodi,1010.0,2.0,1.0,50.0,2.0,0.04950495049504951,4.0,0
Super built-up  Area,Channasandra,1070.0,2.0,1.0,38.0,2.0,0.03551401869158879,4.0,0
Super built-up  Area,Choodasandra,1580.0,3.0,3.0,105.0,3.0,0.06645569620253164,6.0,1
Super built-up  Area,Green Glen Layout,2000.0,3.0,3.0,165.0,3.0,0.0825,6.0,1
Super built-up  Area,Iblur Village,1920.0,3.0,2.0,130.0,3.0,0.06770833333333333,6.0,1
Super built-up  Area,Sanjay nagar,1200.0,2.0,1.0,76.0,3.0,0.06333333333333334,5.0,1
Built-up  Area,Kalena Agrahara,1040.0,2.0,2.0,45.0,2.0,0.04326923076923077,4.0,0
Super built-up  Area,Hulimavu,1430.0,2.0,2.0,90.0,3.0,0.06293706293706294,5.0,1
Super built-up  Area,Uttarahalli,1215.0,2.0,2.0,52.85,3.0,0.04349794238683128,5.0,0
Super built-up  Area,Domlur,650.0,1.0,1.0,70.0,1.0,0.1076923076923077,2.0,1
Super built-up  Area,Thanisandra,1564.0,3.0,1.0,105.0,3.0,0.06713554987212277,6.0,1
Built-up  Area,Manonarayanapalya,800.0,2.0,1.0,52.0,3.0,0.065,5.0,0
Built-up  Area,Hormavu,750.0,2.0,0.0,58.0,2.0,0.07733333333333334,4.0,0
Super built-up  Area,Kasavanhalli,1200.0,2.0,2.0,60.0,2.0,0.05,4.0,0
Super built-up  Area,Raja Rajeshwari Nagar,1128.0,2.0,1.0,48.79,2.0,0.04325354609929078,4.0,0
Super built-up  Area,Begur Road,1200.0,2.0,2.0,44.4,2.0,0.037,4.0,0
Super built-up  Area,Cholanayakanahalli,2000.0,4.0,1.0,135.0,4.0,0.0675,8.0,1
Built-up  Area,Yelahanka,1650.0,3.0,3.0,105.0,3.0,0.06363636363636363,6.0,1
Super built-up  Area,1st Block Jayanagar,1235.0,2.0,2.0,148.0,2.0,0.11983805668016194,4.0,1
Built-up  Area,Yelahanka,1200.0,2.0,2.0,55.0,2.0,0.04583333333333333,4.0,0
Super built-up  Area,M V Extenstion,900.0,5.0,2.0,100.0,6.0,0.1111111111111111,11.0,1
Super built-up  Area,Kengeri Satellite Town,985.0,2.0,2.0,42.0,2.0,0.04263959390862944,4.0,0
Super built-up  Area,Ramagondanahalli,1475.0,2.0,2.0,63.0,3.0,0.04271186440677966,5.0,0
Super built-up  Area,Sarjapur  Road,1157.0,2.0,1.0,53.99,3.0,0.0466637856525497,5.0,0
Built-up  Area,Canara Bank Colony,900.0,2.0,3.0,35.0,2.0,0.03888888888888889,4.0,0
Plot  Area,Gottigere,2500.0,3.0,2.0,120.0,4.0,0.048,7.0,1
Built-up  Area,GM Palaya,1030.0,2.0,1.0,60.0,2.0,0.05825242718446602,4.0,0
Super built-up  Area,Kamdhenu Nagar,1000.0,2.0,1.0,46.0,2.0,0.046,4.0,0
Plot  Area,Brookefield,1950.0,6.0,3.0,175.0,5.0,0.08974358974358974,11.0,1
Super built-up  Area,Kudlu,1570.0,2.0,2.0,65.94,3.0,0.041999999999999996,5.0,0
Super built-up  Area,Kanakapura,1283.0,2.0,2.0,68.0,2.0,0.05300077942322681,4.0,1
Built-up  Area,Electronic City Phase II,875.0,2.0,2.0,40.0,3.0,0.045714285714285714,5.0,0
Super built-up  Area,Vinayaka Nagar,1200.0,2.0,2.0,52.0,2.0,0.043333333333333335,4.0,0
Plot  Area,Konanakunte,2400.0,2.0,3.0,180.0,3.0,0.075,5.0,1
Super built-up  Area,Kathriguppe,1250.0,2.0,2.0,68.75,3.0,0.055,5.0,1
Super built-up  Area,Old Madras Road,3630.0,6.0,1.0,196.0,4.0,0.05399449035812672,10.0,1
Super built-up  Area,Yelahanka,990.0,2.0,2.0,37.62,2.0,0.038,4.0,0
Super built-up  Area,Panathur,1199.0,2.0,1.0,85.0,2.0,0.07089241034195162,4.0,1
Super built-up  Area,Brindavan Nagar,1280.0,2.0,2.0,90.0,2.0,0.0703125,4.0,1
Built-up  Area,Reliaable Tranquil Layout,1190.0,2.0,1.0,55.0,2.0,0.046218487394957986,4.0,0
Super built-up  Area,Yelachenahalli,1100.0,2.0,2.0,60.0,2.0,0.05454545454545454,4.0,0
Super built-up  Area,RMV,2075.0,3.0,1.0,175.0,3.0,0.08433734939759036,6.0,1
Built-up  Area,Harlur,1133.0,2.0,1.0,55.0,2.0,0.04854368932038835,4.0,0
Built-up  Area,Somasundara Palya,2400.0,3.0,3.0,140.0,4.0,0.058333333333333334,7.0,1
Super built-up  Area,Whitefield,1280.0,2.0,2.0,69.0,2.0,0.05390625,4.0,1
Super built-up  Area,Horamavu Agara,1250.0,3.0,2.0,65.0,3.0,0.052,6.0,0
Super built-up  Area,Begur Road,1565.0,2.0,2.0,49.3,3.0,0.03150159744408945,5.0,0
Super built-up  Area,Pattanagere,1900.0,3.0,0.0,65.0,3.0,0.034210526315789476,6.0,0
Built-up  Area,Munnekollal,1080.0,2.0,2.0,45.0,2.0,0.041666666666666664,4.0,0
Super built-up  Area,Battarahalli,600.0,1.0,0.0,47.0,1.0,0.07833333333333334,2.0,0
Plot  Area,Himagiri Meadows,1240.0,4.0,1.0,180.0,3.0,0.14516129032258066,7.0,1
Built-up  Area,HRBR Layout,1335.0,2.0,1.0,87.0,3.0,0.0651685393258427,5.0,1
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.3,2.0,0.05401284109149278,4.0,1
Super built-up  Area,Sarjapur  Road,1385.0,3.0,1.0,55.0,3.0,0.039711191335740074,6.0,0
Super built-up  Area,Govindpura,1578.0,3.0,1.0,73.9,3.0,0.046831432192648924,6.0,1
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2.0,0.04035087719298246,4.0,0
Super built-up  Area,Sarjapur  Road,1700.0,3.0,1.0,79.9,3.0,0.047,6.0,1
Plot  Area,Ganganahalli,1050.0,4.0,0.0,90.0,4.0,0.08571428571428572,8.0,1
Built-up  Area,Vidyaranyapura,1120.0,2.0,1.0,70.0,2.0,0.0625,4.0,1
Super built-up  Area,Electronic City,435.0,1.0,1.0,22.0,1.0,0.05057471264367816,2.0,0
Super built-up  Area,Magadi Road,1116.0,2.0,1.0,51.89,2.0,0.04649641577060932,4.0,0
Super built-up  Area,Old Madras Road,1480.0,3.0,2.0,95.0,3.0,0.06418918918918919,6.0,1
Built-up  Area,Hormavu,1000.0,2.0,2.0,50.0,2.0,0.05,4.0,0
Super built-up  Area,HSR Layout,1145.0,2.0,2.0,46.0,2.0,0.04017467248908297,4.0,0
Super built-up  Area,Bommasandra,800.0,1.0,1.0,32.0,2.0,0.04,3.0,0
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,83.0,2.0,0.06561264822134387,4.0,1
Super built-up  Area,Devanahalli,1700.0,3.0,0.0,88.2,3.0,0.05188235294117647,6.0,1
Super built-up  Area,Narayanappa Garden,1475.0,2.0,1.0,70.0,2.0,0.04745762711864407,4.0,1
Super built-up  Area,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2.0,0.043478260869565216,4.0,0
Built-up  Area,Anandapura,1200.0,2.0,0.0,58.0,2.0,0.04833333333333333,4.0,0
Super built-up  Area,1st Phase JP Nagar,2180.0,3.0,2.0,210.0,3.0,0.0963302752293578,6.0,1
Super built-up  Area,Brookefield,1080.0,2.0,3.0,50.0,2.0,0.046296296296296294,4.0,0
Super built-up  Area,Whitefield,2023.0,4.0,2.0,130.0,3.0,0.06426099851705389,7.0,1
Super built-up  Area,Hanumantha Nagar,2400.0,2.0,3.0,125.0,2.0,0.052083333333333336,4.0,1
Super built-up  Area,Kadubeesanahalli,1545.0,2.0,2.0,66.0,3.0,0.04271844660194175,5.0,0
Super built-up  Area,Kalena Agrahara,1804.0,3.0,2.0,166.0,3.0,0.09201773835920177,6.0,1
Plot  Area,3rd Block Hrbr Layout,1200.0,2.0,1.0,200.0,2.0,0.16666666666666666,4.0,1
Super built-up  Area,6th Phase JP Nagar,1350.0,2.0,1.0,58.0,3.0,0.04296296296296296,5.0,0
Super built-up  Area,Hoodi,1108.0,2.0,1.0,74.23,2.0,0.06699458483754513,4.0,1
Super built-up  Area,Marathahalli,1730.0,3.0,2.0,115.0,3.0,0.06647398843930635,6.0,1
Super built-up  Area,RWF West Colony,1427.0,2.0,3.0,70.0,3.0,0.04905395935529082,5.0,1
Super built-up  Area,Yelahanka,935.0,2.0,1.0,35.53,2.0,0.038,4.0,0
Super built-up  Area,Sarjapura - Attibele Road,1073.0,2.0,2.0,31.77,2.0,0.02960857409133271,4.0,0
Built-up  Area,Ananth Nagar,960.0,2.0,3.0,37.0,2.0,0.03854166666666667,4.0,0
Super built-up  Area,Thigalarapalya,2215.0,4.0,2.0,150.0,3.0,0.06772009029345373,7.0,1
Built-up  Area,Electronic City Phase II,1125.0,2.0,1.0,32.49,2.0,0.028880000000000003,4.0,0
Built-up  Area,Brookefield,1230.0,2.0,3.0,55.0,2.0,0.044715447154471545,4.0,0
Super built-up  Area,Mahadevpura,1438.0,2.0,3.0,89.0,2.0,0.061891515994436715,4.0,1
Super built-up  Area,7th Phase JP Nagar,1080.0,2.0,2.0,75.0,2.0,0.06944444444444445,4.0,1
Plot  Area,Hebbal Kempapura,1200.0,3.0,2.0,125.0,3.0,0.10416666666666667,6.0,1
Plot  Area,Marathahalli,1200.0,1.0,1.0,103.0,2.0,0.08583333333333333,3.0,1
Super built-up  Area,Uttarahalli,1590.0,3.0,2.0,58.0,3.0,0.03647798742138365,6.0,0
